# energy dos
2.400700000000000056e+00 1.933999999999999941e+00
2.420700000000000074e+00 1.885299999999999976e+00
2.440700000000000092e+00 1.839099999999999957e+00
2.460700000000000109e+00 1.793600000000000083e+00
2.480699999999999683e+00 1.748499999999999943e+00
2.500799999999999912e+00 1.706399999999999917e+00
2.520799999999999930e+00 1.670700000000000074e+00
2.540799999999999947e+00 1.644600000000000062e+00
2.560799999999999965e+00 1.629699999999999926e+00
2.580799999999999983e+00 1.626500000000000057e+00
2.600899999999999768e+00 1.635599999999999943e+00
2.620899999999999785e+00 1.658800000000000052e+00
2.640899999999999803e+00 1.698800000000000088e+00
2.660899999999999821e+00 1.757300000000000084e+00
2.680899999999999839e+00 1.832899999999999974e+00
2.701000000000000068e+00 1.919899999999999940e+00
2.721000000000000085e+00 2.009799999999999809e+00
2.740999999999999659e+00 2.093900000000000095e+00
2.761000000000000121e+00 2.167300000000000004e+00
2.780999999999999694e+00 2.230399999999999938e+00
2.801099999999999923e+00 2.288100000000000023e+00
2.821099999999999941e+00 2.345899999999999874e+00
2.841099999999999959e+00 2.406400000000000095e+00
2.861099999999999977e+00 2.466299999999999937e+00
2.881099999999999994e+00 2.516799999999999926e+00
2.901199999999999779e+00 2.546800000000000175e+00
2.921199999999999797e+00 2.547699999999999854e+00
2.941199999999999815e+00 2.517100000000000115e+00
2.961199999999999832e+00 2.461399999999999810e+00
2.981199999999999850e+00 2.394899999999999807e+00
3.001299999999999635e+00 2.337299999999999933e+00
3.021300000000000097e+00 2.310700000000000198e+00
3.041299999999999670e+00 2.335700000000000109e+00
3.061300000000000132e+00 2.429300000000000015e+00
3.081299999999999706e+00 2.601100000000000190e+00
3.101399999999999935e+00 2.851300000000000168e+00
3.121399999999999952e+00 3.167899999999999938e+00
3.141399999999999970e+00 3.526600000000000179e+00
3.161399999999999988e+00 3.892100000000000115e+00
3.181400000000000006e+00 4.223799999999999777e+00
3.201500000000000234e+00 4.483100000000000307e+00
3.221499999999999808e+00 4.643200000000000216e+00
3.241499999999999826e+00 4.695100000000000051e+00
